4.900,2.500,4.500,1.700,1.000
6.500,3.200,5.100,2.000,1.000
6.000,2.200,5.000,1.500,1.000
5.600,2.800,4.900,2.000,1.000
6.300,2.700,4.900,1.800,1.000
6.200,2.800,4.800,1.800,1.000
6.100,3.000,4.900,1.800,1.000
7.200,3.000,5.800,1.600,0.801
6.300,2.800,5.100,1.500,1.000
6.000,3.000,4.800,1.800,1.000
6.900,3.100,4.900,1.500,-1.000
6.300,3.300,4.700,1.600,-0.801
6.100,2.900,4.700,1.400,-1.000
5.600,3.000,4.500,1.500,-1.000
6.200,2.200,4.500,1.500,-1.000
5.900,3.200,4.800,1.800,-1.000
6.300,2.500,4.900,1.500,-1.000
6.700,3.000,5.000,1.700,-1.000
6.000,2.700,5.100,1.600,-1.000
5.400,3.000,4.500,1.500,-1.000
